"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"FTE_HC_at_Location"|"Contingent_HC_at_Location"|"Number_of_Desks"|"Average_Attendance"|"Security_Type"
"200813"|"Disney Studios"|"16984"|"Theatres"|"1035 GREENSBORO DR.      "|"GALLATIN       "|"TN "|"37066"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14326"|"Theatres"|"2121 ST RT 38            "|"CHERRY HILL    "|"NJ "|"08002"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1880"|"Theatres"|"2332 NINTH LINE          "|"OAKVILLE       "|"ON "|"L9J 4Z2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17098"|"Theatres"|"SABRINA TEER/CITY HALL   "|"MANY           "|"LA "|"71449"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1032747"|"Theatres"|"6969 US HIGHWAY 380      "|"FRISCO         "|"TX "|"75033"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16589"|"Theatres"|"4911 COURTHOUSE ST.      "|"WILLIAMSBURG   "|"VA "|"23188"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11107"|"Theatres"|"2101 STE.CATHERINE OUEST "|"MONTREAL       "|"QC "|"H3H 2T3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15655"|"Theatres"|"RANDY BERGMEIR           "|"NAUVOO         "|"IL "|"62354"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17953"|"Theatres"|"395 ARTISAN WAY          "|"SOMERVILLE     "|"MA "|"02145"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18021"|"Theatres"|"4335 GLENCOE AVE         "|"MARINA DEL REY "|"CA "|"90292"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7847"|"Theatres"|"258 ROOSEVELT AVENUE     "|"ENUMCLAW       "|"WA "|"98022"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14314"|"Theatres"|"10301 SOUTH MEMORIAL DR. "|"TULSA          "|"OK "|"74133"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17036"|"Theatres"|"1311 ROUTE 37 WEST #6    "|"TOMS RIVER     "|"NJ "|"08755"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10899"|"Theatres"|"44 RUE LAVAL             "|"HULL           "|"QC "|"J8X 3G7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16503"|"Theatres"|"217 OLD HALES GAP RD.    "|"TRENTON        "|"GA "|"30752"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6099"|"Theatres"|"5635 E. LA PALMA AVE.    "|"ANAHEIM        "|"CA "|"92807"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17433"|"Theatres"|"500 S BUENA VISTA ST     "|"BURBANK        "|"CA "|"91505"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17045"|"Theatres"|"119 W. MAIN STREET       "|"HEBER SPRG.    "|"AR "|"72543"|""|"USA "|""|""|""|""|""
"1"|"Teradata"|"CI1888-2"|"Office"|"No. 91, Jianguo Road, Chaoyang District"|"BEIJING"|"BEIJING"|""|"ASIA PAC"|"CHN"|"141"|"19"|"170"|"82"|"Card/Gaurd"
"200813"|"Disney Studios"|"10524"|"Theatres"|"HALINA KRUKOWSKI-MAILROOM"|"NICASIO        "|"CA "|"94946"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4456"|"Theatres"|"2 NEW PALTZ PLZ & RT 299 "|"NEW PALTZ      "|"NY "|"12561"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4568"|"Theatres"|"333 PORT ELMSLEY ROAD    "|"PERTH          "|"ON "|"K7H 3M9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"14089"|"Theatres"|"18 PINE STREET           "|"WALTHAM        "|"MA "|"02154"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15161"|"Theatres"|"6101 NO KEYSTONE AV #1099"|"INDIANAPOLIS   "|"IN "|"46220"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12015"|"Theatres"|"SUSIE BUBB               "|"LOWRY AFB      "|"CO "|"802305000"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10758"|"Theatres"|"334 E SILVER SPRING DRIVE"|"WHITEFISH BAY  "|"WI "|"53217"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7340"|"Theatres"|"272 BEDFORD ST           "|"STAMFORD       "|"CT "|"06901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1089"|"Theatres"|"5215-49 ST., BOX 4641    "|"BARRHEAD       "|"AB "|"T7N 1G2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16607"|"Theatres"|"C/O ELTRYM HIST. THEAT.LL"|"BAKER CITY     "|"OR "|"97814"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9034"|"Theatres"|"2347 CALIFORNIA AVE SW   "|"SEATTLE        "|"WA "|"98116"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17910"|"Theatres"|"4651 WOODSTOCK RD        "|"ROSWELL        "|"GA "|"30075"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13791"|"Theatres"|"495 UNION ST             "|"WATERBURY      "|"CT "|"06706"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1357"|"Theatres"|"ROUTE 9                  "|"POUGHKEEPSIE   "|"NY "|"12601"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16862"|"Theatres"|"301 GOLF MILL CENTER     "|"NILES          "|"IL "|"60714"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"109"|"Theatres"|"1215 U STREET N.W.       "|"WASHINGTON     "|"DC "|"20009"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"433"|"Theatres"|"107 E. MANZANARES        "|"SOCORRO        "|"NM "|"87801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4614"|"Theatres"|"122 W ELM ST             "|"COALINGA       "|"CA "|"93210"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3262"|"Theatres"|"SS 3                     "|"SLAVE LAKE     "|"AB "|"T0G 2A3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"8874"|"Theatres"|"35 ARMSTRONG ST NORTH    "|"NEW LISKEARD   "|"ON "|"P0J 1P0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"12341"|"Theatres"|"R.TENYER-BROADHEAD       "|"MADISON        "|"WI "|"53706"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6246"|"Theatres"|"1776 PARK AVE, BOX 792   "|"PARK CITY      "|"UT "|"84060"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8548"|"Theatres"|"JACQUES FOISY            "|"SHERBROOKE     "|"QC "|"J1H 1P1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16231"|"Theatres"|"11 EXECUTIVE PARK DRIVE  "|"MERRIMACK      "|"NH "|"03054"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14219"|"Theatres"|"3405 CENTRAL AVE. N.E.   "|"ALBUQUERQUE    "|"NM "|"87106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17980"|"Theatres"|"5330 W SAGINAW HWY       "|"LANSING        "|"MI "|"48917"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10508"|"Theatres"|"1350 AVE.OF AMERICAS     "|"NEW YORK       "|"NY "|"10019"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17522"|"Theatres"|"8909 COMMERCE BLVD.      "|"DICKSON CITY   "|"PA "|"18519"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5846"|"Theatres"|"2163 LEE ROAD.           "|"CLEVELAND HEIGH"|"OH "|"44118"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17700"|"Theatres"|"7736 KITTY HAWK AVE.     "|"MILLINGTON     "|"TN "|"38055-6510"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16430"|"Theatres"|"255 WEST 5TH STREET      "|"OXNARD         "|"CA "|"93030"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13012"|"Theatres"|"4818 YUMA STREET NW      "|"WASHINGTON     "|"DC "|"20016"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18308"|"Theatres"|"1063 USS TENNESSEE AVE   "|"KINGS BAY      "|"GA "|"31547"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9274"|"Theatres"|"140 N DARTMOUTH          "|"NORTH DARTMOUTH"|"MA "|"02747"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13122"|"Theatres"|"CARLY MEEKER             "|"GAINESVILLE    "|"FL "|"32611"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7827"|"Theatres"|"141 S 3RD ST, PO BOX 90  "|"SMITHFIELD     "|"NC "|"27577"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6443"|"Theatres"|"202 SOUTH MAIN STREET    "|"NEW CITY       "|"NY "|"10956"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17206"|"Theatres"|"940 14TH LANE            "|"VERO BEACH     "|"FL "|"32960"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15004"|"Theatres"|"132-200 BARCLAY PARADE SW"|"CALGARY        "|"AB "|"T2P 4R5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13794"|"Theatres"|"MARILYN DUKES %IV THEATRE"|"SANTA BARBARA  "|"CA "|"931064010"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17620"|"Theatres"|"5240 LANKERSHIM BLVD     "|"NORTH HOLLYWOOD"|"CA "|"91601"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13546"|"Theatres"|"2766 N GERMANTOWN PKY    "|"MEMPHIS        "|"TN "|"38133"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16553"|"Theatres"|"261 19TH ST. NW          "|"ATLANTA        "|"GA "|"30363"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15326"|"Theatres"|"CINEMAS                  "|"LAVAL          "|"QC "|"H7T 2X1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"18104"|"Theatres"|"4625 RICHARDSON SIDEROAD "|"TILBURY        "|"ON "|"N0P 2L0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10098"|"Theatres"|"PRINCE STREET PLAZA      "|"SYDNEY         "|"NS "|"B1P 5K6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17170"|"Theatres"|"333 CLARKS POND PKWY.    "|"SOUTH PORTLAND "|"ME "|"04106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14722"|"Theatres"|"HWY. 71 & K              "|"NEVADA         "|"MO "|"64772"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1716"|"Theatres"|"C/O P.O.BOX 1405         "|"GRAND BEND     "|"ON "|"N0M 1T0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"9443"|"Theatres"|"920 W. THOMPSON          "|"DECATUR        "|"TX "|"76234"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13251"|"Theatres"|"2801 GRAND               "|"AMES           "|"IA "|"50010"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3317"|"Theatres"|"2068 COUNTY LINE ROAD    "|"HUNTINGDON VALL"|"PA "|"19006"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15429"|"Theatres"|"DAVE/THEA MGR            "|"ST. LOUIS      "|"MO "|"63117"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1972"|"Theatres"|"JOHN D. LYONS            "|"HANOVER        "|"ON "|"N4N 3B8"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"8256"|"Theatres"|"23 S MAIN ST             "|"WARSAW         "|"NY "|"14569"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17260"|"Theatres"|"6333 WESLEY GROVE BLVD.  "|"WESLEY CHAPEL  "|"FL "|"33544"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4870"|"Theatres"|"118 N MAIN               "|"ROYAL OAK      "|"MI "|"48067"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4102"|"Theatres"|"1225 E. DANFORTH RD.     "|"EDMOND         "|"OK "|"73034"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5036"|"Theatres"|"4175 BLACKHAWK PL. CIRCLE"|"DANVILLE       "|"CA "|"94506"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"442"|"Theatres"|"1116 SHAKOPEE TOWN SQ RD "|"SHAKOPEE       "|"MN "|"55379"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14240"|"Theatres"|"2535 82ND STREET         "|"LUBBOCK        "|"TX "|"79423"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8342"|"Theatres"|"211 HARRY SAUNER RD.     "|"HILLSBORO      "|"OH "|"45133"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10707"|"Theatres"|"199 2ND AVE. NORTH       "|"PARK FALLS     "|"WI "|"54552"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14835"|"Theatres"|"8032 LIMONITE AVENUE     "|"RIVERSIDE      "|"CA "|"92509-6107"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9110"|"Theatres"|"560 SW 1ST ST.           "|"MONTEVIDEO     "|"MN "|"56265"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14156"|"Theatres"|"28364 STATE HWY. 22      "|"LITCHFIELD     "|"MN "|"55355"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12451"|"Theatres"|"P.O. BOX 338             "|"NAPANOCH       "|"NY "|"12458"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9269"|"Theatres"|"244 MAIN ST, PO BOX 1227 "|"CHADRON        "|"NE "|"69337"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15691"|"Theatres"|"2170 SUPERIOR DR. NW     "|"ROCHESTER      "|"MN "|"55901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11124"|"Theatres"|"SBM, IRENE DILLARD       "|"FORT POLK      "|"LA "|"714596710"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3794"|"Theatres"|"9735 ST RT 250 N W       "|"STRASBURG      "|"OH "|"44680"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13853"|"Theatres"|"3555 S 140TH PL          "|"OMAHA          "|"NE "|"68144"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12180"|"Theatres"|"DANA KNOWLES             "|"LOS ANGELES    "|"CA "|"90007"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18367"|"Theatres"|"5210 S. 76TH ST.         "|"GREENDALE      "|"WI "|"53129"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5053"|"Theatres"|"210 S MICHIGAN AVENUE    "|"BIG RAPIDS     "|"MI "|"49307"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16859"|"Theatres"|"951 LEWIS & CLARK PARKWAY"|"CLARKSVILLE    "|"IN "|"47219"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2188"|"Theatres"|"876 E 900 S              "|"SALT LAKE CITY "|"UT "|"84105"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13235"|"Theatres"|"GILLES ST-LAURENT        "|"KEDGWICK       "|"NB "|"E0K 1C0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10139"|"Theatres"|"3550 COUNTRY CLUB DR.    "|"JEFFERSON CITY "|"MO "|"65109"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8118"|"Theatres"|"19 E BYPASS              "|"ELIZABETHTON   "|"TN "|"37643"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16248"|"Theatres"|"3088 OLSEN DR.           "|"SAN JOSE       "|"CA "|"95128"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3137"|"Theatres"|"P.O. BOX 338             "|"SALMON ARM     "|"BC "|"V1E 4N5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10996"|"Theatres"|"4242 PLACE HOTEL DE VILLE"|"MONTREAL-NORD  "|"QC "|"H1H 1S5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16315"|"Theatres"|"10075 TOWN & COUNTRY BLVD"|"NOBLESVILLE    "|"IN "|"46060"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7500"|"Theatres"|"1305 N 16TH AVE          "|"YAKIMA         "|"WA "|"98902"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8853"|"Theatres"|"16 MORAGA HWY            "|"ORINDA         "|"CA "|"94563"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17884"|"Theatres"|"3910 LEXINGTON ROAD      "|"LOGANSPORT     "|"IN "|"46947"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7756"|"Theatres"|"217 PAULINE DR           "|"YORK           "|"PA "|"17402"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9760"|"Theatres"|"1005 N.18TH LAKE CTR MALL"|"CENTERVILLE    "|"IA "|"52544"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14856"|"Theatres"|"633 FRAZIER DRIVE        "|"FRANKLIN       "|"TN "|"37064"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17710"|"Theatres"|"16000 MARICOPA RD.       "|"MARICOPA       "|"AZ "|"85139"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9251"|"Theatres"|"1650 BACKYARD LANE       "|"BLAIRSVILLE    "|"GA "|"30512"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11733"|"Theatres"|"%THYSSEN HANIEL LOGISTICS"|"JAMAICA        "|"NY "|"11413"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16378"|"Theatres"|"189 NORTH 400 CENTER LANE"|"DAWSONVILLE    "|"GA "|"30534"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17595"|"Theatres"|"2030 POWERS FERRY RD. SE "|"ATLANTA        "|"GA "|"30339"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17708"|"Theatres"|"3601 SO. 2700 WEST       "|"W. VALLEY CITY "|"UT "|"84119"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16740"|"Theatres"|"1129 NORTH TENNESSEE ST. "|"CARTERSVILLE   "|"GA "|"30120"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2678"|"Theatres"|"20 N. MAIN STREET        "|"GERMANTOWN     "|"OH "|"45327"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15707"|"Theatres"|"1100 YVES-BIAIS          "|"LACHENAIE      "|"QC "|"J6V 1P7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16072"|"Theatres"|"100 LYNNHAVEN MALL LOOP  "|"VIRGINIA BEACH "|"VA "|"23452"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5508"|"Theatres"|"522 OAK ST               "|"GRAHAM         "|"TX "|"76450"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10403"|"Theatres"|"%GENERAL STEAMSHIP CO.   "|"SAN PEDRO      "|"CA "|"907313209"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1016047"|"Theatres"|"1706 OLD FORT PARKWAY    "|"MURFREESBORO   "|"TN "|"37129"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12527"|"Theatres"|"PITTSBURG PROGRAM COUNCIL"|"PITTSBURGH     "|"PA "|"15260"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6862"|"Theatres"|"POB 709,256 BRUKEN STRASS"|"JASPER         "|"IN "|"47547"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11346"|"Theatres"|"25 W LEGION, PO BOX 417  "|"WHITEHALL      "|"MT "|"59759"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8700"|"Theatres"|"RT 19 FREEDOM ROAD       "|"MARS           "|"PA "|"16046"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8949"|"Theatres"|"390 N LANTANA            "|"CAMARILLO      "|"CA "|"93010"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18409"|"Theatres"|"I ALLEGHENY AVENUE       "|"PITTSBURGH     "|"PA "|"15212"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12630"|"Theatres"|"ADAM BROWN               "|"NEW ORLEANS    "|"LA "|"70119"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16408"|"Theatres"|"18733 33RD AVENUE        "|"LYNNWOOD       "|"WA "|"98037"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8416"|"Theatres"|"28600 DEQUINDRE RD.# 1050"|"WARREN         "|"MI "|"48092"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1766"|"Theatres"|"3310 W WALNUT ST         "|"GARLAND        "|"TX "|"75042"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11658"|"Theatres"|"JAMES MADISON MEM. BLDG. "|"WASHINGTON     "|"DC "|"20559"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17875"|"Theatres"|"4115 BUTLER STREET       "|"PITTSBURGH     "|"PA "|"15201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17140"|"Theatres"|"12 EAST MAIN STREET      "|"NEWMANSTOWN    "|"PA "|"17073"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17054"|"Theatres"|"220 RIVERTOWNE BLVD      "|"CONWAY         "|"SC "|"29528"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13636"|"Theatres"|"ROUTE 9                  "|"FISHKILL       "|"NY "|"12524"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8842"|"Theatres"|"108-22 QUEENS BLVD       "|"FOREST HILLS   "|"NY "|"11375"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5530"|"Theatres"|"3233 E SPEEDWAY          "|"TUCSON         "|"AZ "|"85716"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15236"|"Theatres"|"RECREATION DEPT          "|"BLAINVILLE     "|"QC "|"J7C 3S9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"18310"|"Theatres"|"1850 LEGENDS LANE SUITE 1"|"DAYTONA BEACH  "|"FL "|"32114"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12887"|"Theatres"|"JEANNE HARRIS(PAC. PRIN) "|"SOUTH GATE     "|"CA "|"90280"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16357"|"Theatres"|"ALI SIEHER               "|"NEW YORK       "|"NY "|"10023"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5148"|"Theatres"|"JOE & STACEY REICHARDT   "|"WHEATLAND      "|"WY "|"82201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15494"|"Theatres"|"ELISE CINDEMAN           "|"DODGEVILLE     "|"WI "|"53533"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13221"|"Theatres"|"12 PENINSULA RD.         "|"MARATHON       "|"ON "|"P0T 2E0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17744"|"Theatres"|"222 SW WASHINGTON ST.    "|"PEORIA         "|"IL "|"61602"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4289"|"Theatres"|"15605 N. STATE HIGHWAY 21"|"CADET          "|"MO "|"63630"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12248"|"Theatres"|"THE FILM CENTER          "|"CHICAGO        "|"IL "|"60603"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3806"|"Theatres"|"(UNITED ARTISTS THEATRE) "|"MIAMI          "|"FL "|"33176"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13924"|"Theatres"|"1335 119TH ST            "|"WHITING        "|"IN "|"46394"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14632"|"Theatres"|"2055 CLIFF ROAD          "|"EAGAN          "|"MN "|"55122"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11880"|"Theatres"|"                         "|"NEW YORK       "|"NY "|"10001"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14832"|"Theatres"|"ATTN PHIL MERKOW         "|"SANTA BARBARA  "|"CA "|"93117"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13702"|"Theatres"|"GALERIES ST-HYACINTHE    "|"ST HYACINTHE   "|"QC "|"J2S 1H4"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"5414"|"Theatres"|"C/O P.O. BOX 453         "|"TISDALE        "|"SK "|"S0E 1T0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"9984"|"Theatres"|"2000 HAMILTON PLACE BLVD."|"CHATTANOOGA    "|"TN "|"37421"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17639"|"Theatres"|"2855 LAWRENCEVL SUWANEE  "|"SUWANEE        "|"GA "|"30024"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12197"|"Theatres"|"FAM, DELORES BOULEY      "|"EGLIN A F B    "|"FL "|"325427428"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9253"|"Theatres"|"POB 1351,1110 E STROTHERS"|"SEMINOLE       "|"OK "|"74868"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8905"|"Theatres"|"12 W. NELSON ST          "|"LEXINGTON      "|"VA "|"24450"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16635"|"Theatres"|"MLLE. SONIA PAQUIN       "|"LA PRAIRIE     "|"QC "|"J5R 5X2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10833"|"Theatres"|"BROTHER JON STUTTGEN     "|"MOUNT CALVARY  "|"WI "|"53057"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1041106"|"Theatres"|"349 SW 6TH ST.           "|"REDMOND        "|"OR "|"97756"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14830"|"Theatres"|"151 PROGRESS CIRCLE      "|"SPICER         "|"MN "|"56288"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2657"|"Theatres"|"3050 NORTH FIFTH ST.A1   "|"READING        "|"PA "|"19605"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7758"|"Theatres"|"2700 SANTA FE DRIVE      "|"PUEBLO         "|"CO "|"81006"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16180"|"Theatres"|"PATRICIA FAISON          "|"NEWARK         "|"NJ "|"07101"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4369"|"Theatres"|"8 MAIN ST. W., PO BOX 209"|"HUNTSVILLE     "|"ON "|"P0A 1K0"|""|"CANA"|""|""|""|""|""
